year_month,num_ec,1_ec,-1_ec,sum_mood_ec,num_cb,1_cb,-1_cb,sum_mood_cb,mood_ec,mood_cb,mood_cb_without_mood_ec,indicator,indicator2
2019-09,201,16,87,-54.684258545,227,8,119,-77.71438978568001,-0.27206098778606963,-0.34235414002502207,-0.07029315223895244,0.4824267119402619,0.4660617616762005
2019-10,462,42,241,-129.4624556294,234,12,133,-79.0258717537,-0.28022176543160177,-0.33771740065683764,-0.057495635225235875,0.48562609119369105,0.4784104784104784
2019-11,298,31,163,-89.16526173220001,164,15,86,-45.0926975604,-0.29921228769194635,-0.27495547292926825,0.024256814762678103,0.5060642036906695,0.5025065477164838
2019-12,404,27,212,-115.49109943577001,228,6,125,-74.052669474305,-0.2858690580093317,-0.32479240997502196,-0.038923351965690245,0.49026916200857745,0.4839977418794511
2020-01,269,18,144,-79.3208382658,161,9,90,-53.6973639633,-0.29487300470557626,-0.33352399977204966,-0.038650995066473404,0.4903372512333817,0.49132397423168395
2020-02,278,13,154,-92.73215434222,445,28,243,-142.40253517644,-0.3335689005115827,-0.3200056970257079,0.013563203485874809,0.5033908008714687,0.5060120442971465
2020-03,719,54,383,-205.01785501083998,567,43,298,-165.1135668983,-0.2851430528662587,-0.2912055853585538,-0.006062532492295103,0.4984843668769262,0.5019611306120346
2020-04,716,47,396,-223.95532508808,490,31,270,-148.98178690113,-0.3127867668827933,-0.3040444630635306,0.008742303819262665,0.5021855759548157,0.49991876638923727
2020-05,273,22,144,-80.0301192956,136,4,81,-46.642227815320005,-0.29315062013040294,-0.34295755746558826,-0.04980693733518532,0.4875482656662037,0.4701774940745529
2020-06,241,11,131,-80.16650025741001,167,14,89,-51.167064808679996,-0.33264107990626557,-0.30638960963281436,0.026251470273451205,0.5065628675683628,0.5122058786990334
2020-07,379,24,187,-111.0169402076,178,11,94,-54.2294625676,-0.2929206865635884,-0.3046599020651686,-0.011739215501580191,0.497065196124605,0.49094675521034065
2020-08,264,18,153,-84.273877073,137,5,61,-32.7263203092,-0.3192192313371212,-0.23887825043211677,0.08034098090500444,0.5200852452262511,0.5256511280690113
2020-09,454,24,232,-127.72155469142,79,5,43,-22.6312555064,-0.2813250103335242,-0.28647158868860756,-0.005146578355083364,0.4987133554112292,0.4942842803769587
2020-10,417,29,231,-129.05414586916,175,13,96,-49.020901089,-0.3094823641946283,-0.2801194347942857,0.02936292940034263,0.5073407323500857,0.5025316889345666
2020-11,517,39,269,-148.17020430537002,126,9,75,-42.6322248237,-0.286596139855648,-0.3383509906642857,-0.051754850808637676,0.4870612872978406,0.48026618771299623
2020-12,557,25,317,-198.14138053744,229,10,118,-67.90496963866,-0.3557295880384919,-0.29652825169720526,0.05920133634128666,0.5148003340853217,0.5131553158294984
2021-01,493,28,286,-163.78984401923,130,6,74,-42.9477431807,-0.33223092093150103,-0.33036725523615385,0.001863665695347183,0.5004659164238368,0.5000624122327977
2021-02,375,26,203,-111.78447709269,256,15,146,-78.3516119044,-0.29809193891384,-0.3060609840015625,-0.007969045087722504,0.49800773872806936,0.4900703125
2021-03,499,26,299,-174.65660850827,219,8,114,-67.116059044,-0.3500132435035471,-0.30646602303196346,0.04354722047158366,0.5108868051178959,0.5157689808841427
2021-04,373,25,196,-117.0991071126,230,15,133,-79.2614240358,-0.313938624966756,-0.3446148871121739,-0.03067626214541791,0.4923309344636455,0.4863503904884019
2021-05,290,13,180,-109.37774527152,165,9,115,-65.68933427809999,-0.37716463886731033,-0.39811717744303027,-0.020952538575719937,0.49476186535607003,0.4833594566353187
2021-06,277,15,152,-88.1436264211,249,15,137,-84.683808324657,-0.3182080376212996,-0.3400956157616747,-0.021887578140375064,0.4945281054649062,0.5011562495469242
2021-07,444,27,245,-143.2636361021367,239,8,122,-78.39571710970002,-0.32266584707688445,-0.32801555276025113,-0.005349705683366679,0.49866257357915833,0.5035008858230615
2021-08,491,21,264,-161.27233974775,161,13,93,-56.650559936300006,-0.32845690376323833,-0.3518668319024845,-0.023409928139246194,0.49414751796518847,0.4995034850919027
2021-09,505,40,287,-167.09319490895,348,16,207,-120.93847740800001,-0.33087761368108914,-0.34752436036781614,-0.016646746686727,0.49583831332831824,0.4850645840446114
2021-10,695,46,390,-228.189006472,310,20,164,-104.8274341663,-0.3283295057151079,-0.3381530134396774,-0.009823507724569525,0.49754412306885765,0.50761197493618
2021-11,738,47,416,-244.6301313184,427,26,232,-140.3803840379,-0.3314771427078591,-0.32875968158758784,0.0027174611202712695,0.5006793652800678,0.5043911007025761
2021-12,1074,74,578,-326.79076071348,485,32,251,-139.75542137042,-0.3042744513160894,-0.2881555079802474,0.016118943335841962,0.5040297358339605,0.5044318378160456
2022-01,744,54,422,-241.98629147043,597,53,305,-162.60594995997,-0.32525039176133064,-0.27237177547733665,0.052878616283993984,0.5132196540709985,0.5181282757875398
2022-02,708,60,360,-195.08533390534,1112,81,584,-315.12837575086996,-0.27554425692844636,-0.2833888271140917,-0.007844570185645328,0.49803885745358867,0.4928476710157298
2022-03,4252,365,2249,-1194.482718342649,3949,351,2043,-1080.1805336017828,-0.2809225584060792,-0.2735326750067822,0.007389883399297026,0.5018474708498243,0.5036556761931942
2022-04,3525,267,1926,-1044.9620343287902,2111,171,1161,-641.49901652842,-0.29644313030603975,-0.30388394908973,-0.0074408187836902395,0.4981397953040774,0.5004165616779382
2022-05,2378,196,1278,-691.6659731146301,899,52,510,-291.37574717187,-0.29086037557385624,-0.3241109534726029,-0.033250577898746636,0.49168735552531334,0.4863873138175208
2022-06,2877,218,1496,-799.7288751159101,1079,61,565,-317.83158881584507,-0.2779731926019847,-0.2945612500610242,-0.016588057459039462,0.49585298563524016,0.4942783889226594
2022-07,2767,232,1451,-774.4703689078501,841,53,440,-252.72616711630002,-0.27989532667432243,-0.30050673854494653,-0.020611411870624097,0.494847147032344,0.4950957157289904
2022-08,1930,180,987,-516.55993343025,585,37,368,-205.25130715765,-0.26764763390168395,-0.35085693531222223,-0.08320930141053828,0.4791976746473654,0.46308068730348523
2022-09,2691,215,1382,-735.22133341962,838,55,456,-252.40507944539,-0.273214913942631,-0.30119937881311454,-0.02798446487048356,0.49300388378237914,0.48878687377442176
2022-10,2920,245,1500,-812.890311284211,546,47,278,-153.43984957524398,-0.2783870929055517,-0.28102536552242485,-0.0026382726168731607,0.4993404318457817,0.5016793993677555
2022-11,2789,188,1533,-851.5636253042238,841,80,451,-243.56885675269,-0.3053293744367959,-0.28961814120414986,0.01571123323264606,0.5039278083081615,0.5102775512257471
2022-12,4214,321,2220,-1220.1238366662624,922,59,522,-302.42874936238,-0.28954054026252074,-0.32801382794184386,-0.03847328767932312,0.4903816780801692,0.4871178810019695
2023-01,2800,259,1429,-763.76145766862,1171,104,622,-327.36659787428,-0.2727719491673643,-0.2795615694912724,-0.006789620323908119,0.49830259491902296,0.49387504574844454
2023-02,1964,149,1115,-612.54977778892,1135,103,661,-351.914400747084,-0.3118888888945621,-0.31005674074632955,0.0018321481482325708,0.5004580370370582,0.5000558511354154
2023-03,2141,190,1129,-606.2231377003,1282,115,654,-340.11418439892003,-0.2831495271836992,-0.26529967581819036,0.017849851365508818,0.5044624628413772,0.5045358213207557
2023-04,3578,316,1891,-987.25981881249,1323,111,752,-402.49473745505003,-0.2759250471806847,-0.30422882649663646,-0.028303779315951738,0.49292405517101207,0.48892128430777315
2023-05,1952,176,1052,-560.75974304629,1166,97,686,-372.97860262769996,-0.2872744585278125,-0.31987873295686103,-0.03260427442904851,0.4918489313927379,0.4859061735511627
2023-06,2681,231,1481,-796.145006236424,1129,82,665,-373.16304388547,-0.29695822686923684,-0.3305252824494863,-0.03356705558024947,0.49160823610493765,0.4874644390916098
2023-07,3928,339,2119,-1156.1607944511802,1673,113,934,-517.3154722465799,-0.2943382877930703,-0.30921426912527195,-0.014875981332201638,0.4962810046669496,0.4906054041485532
2023-08,6941,613,3714,-1999.0293490172703,2169,148,1209,-665.78437187546,-0.2880030757840758,-0.3069545282966621,-0.018951452512586286,0.49526213687185344,0.4894000204184263
2023-09,5673,541,3074,-1608.3772749519903,1720,138,997,-526.4400366113799,-0.2835144147632629,-0.3060697887275465,-0.022555373964283587,0.4943611565089291,0.4867705912133771
2023-10,7409,684,4053,-2160.5646783668535,1620,127,877,-473.59700353528,-0.29161353466957124,-0.2923438293427654,-0.0007302946731941873,0.49981742633170145,0.49793856820783533
2023-11,7183,595,3990,-2192.473578275057,1969,154,1142,-619.0878820429,-0.3052309032820628,-0.3144174108902488,-0.009186507608186012,0.4977033730979535,0.4927165475280321
2023-12,11765,902,6611,-3749.42316409734,2297,178,1294,-717.5564207466899,-0.31869300162323333,-0.31238851578001303,0.006304485843220298,0.5015761214608051,0.49985043963365433
2024-01,10212,820,5342,-3002.6892592330582,1302,99,740,-416.89628532944005,-0.2940353759531001,-0.32019683973075275,-0.02616146377765266,0.49345963405558685,0.4876232172866114
2024-02,5285,442,2924,-1599.2695016694101,1172,78,670,-375.6646839777201,-0.30260539293650146,-0.32053300680692837,-0.017927613870426906,0.49551809653239326,0.49112789432388015
2024-03,1931,122,1002,-568.6827504020561,885,55,449,-251.90266838269997,-0.29450168327398035,-0.2846357834832768,0.00986589979070357,0.5024664749476759,0.5026311708754283
2024-04,2903,200,1537,-894.6858530077201,1018,71,555,-317.33622252752,-0.30819354220038586,-0.3117251694769352,-0.0035316272765493206,0.49911709318086267,0.496279000045343
2024-05,2805,161,1495,-872.8013030236601,695,44,374,-195.25279287665,-0.31115910981235656,-0.2809392703261151,0.030219839486241462,0.5075549598715604,0.5001897946883135
2024-06,3388,243,1780,-1001.80541605166,1168,104,548,-283.71423626106,-0.2956922715618831,-0.24290602419611304,0.05278624736577006,0.5131965618414425,0.5183807475214698
2024-07,5113,358,2670,-1512.4783576410837,1646,130,880,-486.8856275004599,-0.2958103574498501,-0.2957992876673511,1.1069782499040226e-05,0.5000027674456248,0.499132663767268
2024-08,5437,324,2895,-1738.3297291302802,977,65,522,-295.878514527,-0.3197222234927865,-0.3028439247973388,0.016878298695447713,0.5042195746738619,0.5012781560967547
2024-09,5557,391,2937,-1710.60837053482,1160,97,621,-333.58570509819003,-0.3078294710337988,-0.2875738837053362,0.02025558732846261,0.5050638968321156,0.5016091850601603
2024-10,7918,567,4202,-2412.193419144599,1982,148,1050,-596.6957397022801,-0.3046468071665318,-0.30105738632809287,0.0035894208384389392,0.5008973552096098,0.5009961782845305
2024-11,9280,763,4873,-2679.751060496336,2141,178,1064,-579.0983532436601,-0.28876627807072586,-0.27048031445290055,0.018285963617825307,0.5045714909044563,0.5072656539403115
2024-12,12950,919,7132,-3968.5070821152503,2940,206,1604,-867.6396269889999,-0.30644842332936295,-0.2951155193840136,0.01133290394534936,0.5028332259863373,0.5010645339216768
