date,date,year_month,year,num_ec,1_ec,-1_ec,sum_mood_ec,num_cb,1_cb,-1_cb,sum_mood_cb,mood_ec,mood_cb,mood_cb_without_mood_ec,indicator,indicator2
2014-06-01,2014-06-01,2014-06,2014,0,0,0,0.0,0,0,0,0.0,,,,,
2014-06-02,2014-06-02,2014-06,2014,0,0,0,0.0,0,0,0,0.0,,,,,
2014-06-03,2014-06-03,2014-06,2014,18,0,13,-6.216362320778762,5,0,4,-2.307355296993938,-0.3453534622654868,-0.46147105939878763,-0.11611759713330083,0.4709706007166748,0.4805555555555555
2014-06-04,2014-06-04,2014-06,2014,1,0,1,-0.5090551382649723,1,0,0,-0.21132584085706,-0.5090551382649723,-0.21132584085706,0.2977292974079123,0.5744323243519781,0.75
2014-06-05,2014-06-05,2014-06,2014,5,0,4,-1.821752464227095,9,1,7,-2.262409058250996,-0.364350492845419,-0.2513787842501107,0.1129717085953083,0.528242927148827,0.5333333333333333
2014-06-06,2014-06-06,2014-06,2014,3,0,1,-0.8598320836351332,7,0,7,-2.25436545546691,-0.2866106945450444,-0.32205220792384426,-0.03544151337879986,0.4911396216553,0.3333333333333333
2014-06-07,2014-06-07,2014-06,2014,4,0,4,-1.1335312555430952,0,0,0,0.0,-0.2833828138857738,,,,
2014-06-08,2014-06-08,2014-06,2014,0,0,0,0.0,6,0,5,-2.334622338188262,,-0.38910372303137697,,,
2014-06-09,2014-06-09,2014-06,2014,0,0,0,0.0,0,0,0,0.0,,,,,
2014-06-10,2014-06-10,2014-06,2014,6,0,3,-1.4280243367161243,5,0,4,-1.8213434853771542,-0.23800405611935405,-0.36426869707543086,-0.1262646409560768,0.4684338397609808,0.425
2014-06-11,2014-06-11,2014-06,2014,10,0,7,-3.798922074999745,6,0,5,-2.258097265459764,-0.37989220749997454,-0.37634954424329403,0.0035426632566805116,0.5008856658141702,0.4666666666666667
2014-06-12,2014-06-12,2014-06,2014,1,0,1,-0.1166779386833156,0,0,0,0.0,-0.1166779386833156,,,,
2014-06-13,2014-06-13,2014-06,2014,0,0,0,0.0,11,0,6,-3.9462057849094645,,-0.35874598044631495,,,
2014-06-14,2014-06-14,2014-06,2014,0,0,0,0.0,0,0,0,0.0,,,,,
2014-06-15,2014-06-15,2014-06,2014,14,0,12,-5.324027615068337,1,0,1,-0.4670936399181207,-0.3802876867905955,-0.4670936399181207,-0.0868059531275252,0.4782985117181187,0.4642857142857143
2014-06-16,2014-06-16,2014-06,2014,1,0,1,-0.2453160437135108,9,0,8,-4.19718106057077,-0.2453160437135108,-0.46635345117453003,-0.22103740746101924,0.4447406481347452,0.5277777777777778
2014-06-17,2014-06-17,2014-06,2014,4,0,4,-1.4631443885865734,23,1,14,-6.4607394950807695,-0.36578609714664334,-0.28090171717742474,0.0848843799692186,0.5212210949923046,0.6086956521739131
