post_id,text,comment_time,from_id
1523759,"Сломать хребет, гегемону! Содом сжечь.",1689758942,158137818
1548337,"Небось переживают американцы-то. Во всех газетах США аршинные заголовки о падении курса доллара, на фондовой бирже паника, разорившиеся брокеры прыгают из окон 😉",1692076599,218768234
1548337,"Это вам приснилось наверное, хороший сон)))",1692081113,815163706
1548337,"Путин же сказал 🤣""НАМ ПО БАРАБАНУ ЭТОТ ДОЛЛАР""👍",1692081333,255867932
1548337,Один рубль стоит 1 цент🤦‍♂️,1692084149,151032287
499767,,1547126126,4710641
499767,,1547126155,4710641
499767,"Ну здорово, приму на заметку!!",1547126259,71659019
499767,"А потому что на каждый хитрый болт есть свой хрен с винтом,нас власть давит,а мы крутимся как можем",1547128134,231407023
1228858,"Рубль и стабильность 🤣🤣🤣
Автор клоун, валюта радует стабильностью десятилетиями, но никак не неделями.",1667637816,668476258
1228858,"По ценам в магазине не скажешь, растут как на дрожжах.",1667637927,602951307
1228858,"Толку от курса, если цены растут? А курс вырастет , цены еще сильнее взлетят",1667638071,92546348
1228858,Курс 126 рублей за доллар,1667639341,241890584
1228858,"Пока у власти ублюдки недоебы алегархи, еблоиды им выгодно вдолларах",1667645440,709016336
1228858,Чем радует? С утра в магазин зашёл и офигел от подорожания…,1667645517,346420752
1228858,А где стабильность раз так все хорошо,1667787557,9154640
278587,"Как полкило икры стоило около 2000 год назад так и стоит, где вы видели килограмм по 2000? 🙄 это тухляк какой то скорей всего",1514122715,13873081
278587,Чё вы пиздите?,1514137344,350103170
278587,Враньё!,1514178485,204058449
1630267,Как бы этих ловчих деды морозы не заморозили?,1702734886,276027574
1351745,"Предлагаю мобилизовывать депутатов за тупые предложения, причём мобилизовывать всей семьей и с имуществом.",1675423303,143829280
1351745,"Точно! Гражданских лётчиков и авиамехаников в армию, а безработных на их место. Операторов и наладчиков АЭС в армию, а безработных к пульту. Заживём! А депутаты специалистами не являются...",1675423988,15682590
1351745,"Правильно, мобилизовать бесполезных депутатов, которые кроме вреда ничего хорошего для людей не делают.",1675424120,578569079
1351745,ЕдРос наверное,1675424872,748282550
1351745,Бред какой то несёт.,1675424912,173628274
1351745,А эмигрантов получивших Российское гражданство будут отправлять на СВО?,1675425587,614060518
1351745,Депутатов работать заставить не пробовали.,1675432641,619740159
1351745,А тебя долба ящера заменить не надо чучела,1675434262,633595778
1351745,"Ну как бы действительно логично, сначала призывать безработных, а потом только через отделы кадров, задействованных специалистов. 🤔",1675434985,22429259
1441860,Хозяева санкциями пригрозили? У Назарбаева средств на всё хватало.,1682321899,190827712
1441860,Как адекватное государство приняли  решение верное не относить себя к победобесию маразматичному.,1682322280,639789378
1441860,"А в Москве? Чет тишина пока, раньше с конца апреля улицы перекрывали для репетиций...",1682322763,40643017
1441860,Союзнички 🤣,1682323178,174196547
1441860,Победобесие алкоголиков и тунеядцев отменяется.,1682325028,224324297
